feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,result
0.40723982,0.009049774,0.280543,1.0,0.1764706,0.73214287,0.0,0.165,0.929,0.07820034
0.40723982,0.06334842,0.26244345,1.0,0.26696834,0.73214287,1.0,0.165,0.929,-1.0654306
0.40723982,0.004524887,0.2760181,1.0,0.1764706,0.73214287,0.0,0.16,0.92875,0.07820034
0.40723982,0.06787331,0.26696834,1.0,0.2760181,0.73214287,1.0,0.16,0.92875,-1.0654306
0.40723982,0.32579187,0.57918555,1.0,0.38914028,0.7276786,0.0,0.155,0.9285,9.9658966E-5
0.40723982,0.07239819,0.27149323,1.0,0.280543,0.7276786,1.0,0.155,0.9285,-1.0654306
0.40723982,0.018099548,0.27149323,1.0,0.1719457,0.7276786,0.0,0.155,0.9285,0.07820034
0.40723982,0.07692308,0.2760181,1.0,0.28959277,0.7276786,1.0,0.15,0.92825,-1.0654306
0.40723982,0.013574661,0.26696834,1.0,0.1719457,0.7276786,0.0,0.15,0.92825,0.07820034
0.40723982,0.08144797,0.280543,1.0,0.29411766,0.7276786,1.0,0.145,0.928,-1.0654306
0.40723982,0.009049774,0.26244345,1.0,0.16742082,0.7276786,0.0,0.145,0.928,0.07820034
0.40723982,0.08597285,0.2850679,1.0,0.30316743,0.7276786,1.0,0.14,0.92775,-1.0654306
0.40723982,0.004524887,0.25791857,1.0,0.16742082,0.7276786,0.0,0.14,0.92775,0.07820034
0.40723982,0.09049774,0.28959277,1.0,0.30769232,0.72321427,1.0,0.135,0.9275,-1.0654306
0.40723982,0.018099548,0.25339368,1.0,0.16289593,0.72321427,0.0,0.135,0.9275,0.07820034
0.40723982,0.095022626,0.29411766,1.0,0.3167421,0.72321427,1.0,0.13,0.92725,-1.0654306
0.40723982,0.013574661,0.24886878,1.0,0.16289593,0.72321427,0.0,0.13,0.92725,0.07820034
0.40723982,0.09954751,0.29864255,1.0,0.32126698,0.72321427,1.0,0.125,0.927,-1.0654306
0.40723982,0.009049774,0.24434389,1.0,0.15837105,0.72321427,0.0,0.125,0.927,0.07820034
0.40723982,0.1040724,0.30316743,1.0,0.33031675,0.72321427,1.0,0.12,0.92675,-1.0654306
0.40723982,0.004524887,0.239819,1.0,0.15837105,0.72321427,0.0,0.12,0.92675,0.07820034
0.40723982,0.108597286,0.30769232,1.0,0.33484164,0.71875,1.0,0.115,0.9265,-1.0654306
0.40723982,0.018099548,0.23529412,1.0,0.15384616,0.71875,0.0,0.115,0.9265,0.07820034
0.40723982,0.11312217,0.3122172,1.0,0.3438914,0.71875,1.0,0.11,0.92625,-1.0654306
0.40723982,0.013574661,0.23076923,1.0,0.15384616,0.71875,0.0,0.11,0.92625,0.07820034
0.40723982,0.11764706,0.3167421,1.0,0.3484163,0.71875,1.0,0.105,0.926,-1.0654306
0.40723982,0.009049774,0.22624435,1.0,0.14932127,0.71875,0.0,0.105,0.926,0.07820034
0.40723982,0.122171946,0.32126698,1.0,0.35746607,0.71875,1.0,0.1,0.92575,-1.0654306
0.40723982,0.004524887,0.22171946,1.0,0.14932127,0.71875,0.0,0.1,0.92575,0.07820034
0.40723982,0.12669684,0.32579187,1.0,0.36199096,0.71428573,1.0,0.095,0.9255,-1.0654306
0.40723982,0.018099548,0.21719457,1.0,0.14479639,0.71428573,0.0,0.095,0.9255,0.07820034
0.40723982,0.13122173,0.33031675,1.0,0.37104073,0.71428573,1.0,0.09,0.92525,-1.0654306
0.40723982,0.013574661,0.21266969,1.0,0.14479639,0.71428573,0.0,0.09,0.92525,0.07820034
0.40723982,0.13574661,0.33484164,1.0,0.37556562,0.71428573,1.0,0.085,0.925,-1.0654306
0.40723982,0.009049774,0.2081448,1.0,0.1402715,0.71428573,0.0,0.085,0.925,0.07820034
0.40723982,0.1402715,0.33936653,1.0,0.3846154,0.71428573,1.0,0.08,0.92475,-1.0654306
0.40723982,0.004524887,0.20361991,1.0,0.1402715,0.71428573,0.0,0.08,0.92475,0.07820034
0.40723982,0.14479639,0.3438914,1.0,0.38914028,0.7098214,1.0,0.075,0.9245,-1.0654306
0.40723982,0.018099548,0.19909503,1.0,0.13574661,0.7098214,0.0,0.075,0.9245,0.07820034
0.40723982,0.14932127,0.3484163,1.0,0.39819005,0.7098214,1.0,0.07,0.92425,-1.0654306
0.40723982,0.013574661,0.19457014,1.0,0.13574661,0.7098214,0.0,0.07,0.92425,0.07820034
0.40723982,0.15384616,0.3529412,1.0,0.40271494,0.7098214,1.0,0.065,0.924,-1.0654306
0.40723982,0.009049774,0.19004525,1.0,0.13122173,0.7098214,0.0,0.065,0.924,0.07820034
0.40723982,0.15837105,0.35746607,1.0,0.4117647,0.7098214,1.0,0.06,0.92375,-1.0654306
0.40723982,0.004524887,0.18552037,1.0,0.13122173,0.7098214,0.0,0.06,0.92375,0.07820034
0.40723982,0.16289593,0.36199096,1.0,0.4162896,0.70535713,1.0,0.055,0.9235,-1.0654306
0.40723982,0.018099548,0.18099548,1.0,0.12669684,0.70535713,0.0,0.055,0.9235,0.07820034
0.40723982,0.16742082,0.36651585,1.0,0.42533937,0.70535713,1.0,0.05,0.92325,-1.0654306
0.40723982,0.013574661,0.1764706,1.0,0.12669684,0.70535713,0.0,0.05,0.92325,0.07820034
0.40723982,0.1719457,0.37104073,1.0,0.42986426,0.70535713,1.0,0.045,0.923,-1.0654306
0.40723982,0.009049774,0.1719457,1.0,0.122171946,0.70535713,0.0,0.045,0.923,0.07820034
0.40723982,0.1764706,0.37556562,1.0,0.43891403,0.70535713,1.0,0.04,0.92275,-1.0654306
0.40723982,0.004524887,0.16742082,1.0,0.122171946,0.70535713,0.0,0.04,0.92275,0.07820034
0.40723982,0.018099548,0.36199096,1.0,0.11764706,0.70089287,0.0,0.035,0.9225,0.07820034
0.40723982,0.18099548,0.3800905,1.0,0.44343892,0.70089287,1.0,0.035,0.9225,-1.0654306
0.40723982,0.018099548,0.16289593,1.0,0.44343892,0.70089287,0.0,0.035,0.9225,0.07820034
0.40723982,0.013574661,0.35746607,1.0,0.11764706,0.70089287,0.0,0.03,0.92225,0.07820034
0.40723982,0.022624435,0.16742082,1.0,0.4524887,0.70089287,1.0,0.03,0.92225,-1.0654306
0.40723982,0.009049774,0.3529412,1.0,0.11312217,0.70089287,0.0,0.025,0.922,0.07820034
0.40723982,0.027149322,0.1719457,1.0,0.45701358,0.70089287,1.0,0.025,0.922,-1.0654306
0.40723982,0.004524887,0.3484163,1.0,0.11312217,0.70089287,0.0,0.02,0.92175,0.07820034
0.40723982,0.03167421,0.1764706,1.0,0.46606335,0.70089287,1.0,0.02,0.92175,-1.0654306
0.40723982,0.018099548,0.3438914,1.0,0.108597286,0.6964286,0.0,0.015,0.9215,0.07820034
0.40723982,0.036199097,0.18099548,1.0,0.47058824,0.6964286,1.0,0.015,0.9215,-1.0654306
0.40723982,0.013574661,0.33936653,1.0,0.108597286,0.6964286,0.0,0.01,0.92125,0.07820034
0.40723982,0.040723983,0.18552037,1.0,0.479638,0.6964286,1.0,0.01,0.92125,-1.0654306
0.40723982,0.009049774,0.33484164,1.0,0.1040724,0.6964286,0.0,0.005,0.921,0.07820034
0.40723982,0.04524887,0.19004525,1.0,0.4841629,0.6964286,1.0,0.005,0.921,-1.0654306
0.40723982,0.004524887,0.33031675,0.1040724,1.0,0.6964286,0.0,0.0,0.92075,-0.14005661
0.40723982,0.049773756,0.19457014,0.49321267,1.0,0.6964286,1.0,0.0,0.92075,-0.3995943
0.40723982,0.018099548,0.32579187,0.1040724,1.0,0.69196427,0.0,0.0,0.9205,-0.14005661
0.40723982,0.054298643,0.19909503,0.5022625,1.0,0.69196427,1.0,0.0,0.9205,-0.3995943
0.40723982,0.013574661,0.32126698,0.1040724,1.0,0.69196427,0.0,0.0,0.92025,-0.14005661
0.40723982,0.05882353,0.20361991,0.51131225,1.0,0.69196427,1.0,0.0,0.92025,-0.3995943
0.40723982,0.009049774,0.3167421,0.1040724,1.0,0.69196427,0.0,0.0,0.92,-0.14005661
0.40723982,0.06334842,0.2081448,0.520362,1.0,0.69196427,1.0,0.0,0.92,-0.3995943
0.40723982,0.004524887,0.3122172,0.1040724,1.0,0.69196427,0.0,0.0,0.91975,-0.14005661
0.40723982,0.06787331,0.21266969,0.5294118,1.0,0.69196427,1.0,0.0,0.91975,-0.3995943
0.04524887,0.018099548,0.30769232,0.1040724,1.0,0.6875,0.0,0.0,0.9195,-0.18580675
0.15384616,0.27149323,0.5248869,0.33031675,1.0,0.6875,0.0,0.0,0.9195,-0.8426709
0.40723982,0.07239819,0.21719457,0.53846157,1.0,0.6875,1.0,0.0,0.9195,-0.3995943
0.40723982,0.11312217,0.42081448,0.37104073,1.0,0.6875,0.0,0.0,0.9195,-0.14005661
0.40723982,0.022624435,0.22171946,0.11312217,1.0,0.6875,1.0,0.0,0.91925,-0.3995943
0.40723982,0.108597286,0.4162896,0.36199096,1.0,0.6875,0.0,0.0,0.91925,-0.14005661
0.40723982,0.027149322,0.22624435,0.122171946,1.0,0.6875,1.0,0.0,0.919,-0.3995943
0.40723982,0.1040724,0.4117647,0.3529412,1.0,0.6875,0.0,0.0,0.919,-0.14005661
0.40723982,0.03167421,0.23076923,0.13122173,1.0,0.6875,1.0,0.0,0.91875,-0.3995943
0.40723982,0.09954751,0.40723982,0.3438914,1.0,0.6875,0.0,0.0,0.91875,-0.14005661
0.40723982,0.036199097,0.23529412,0.1402715,1.0,0.6875,1.0,0.0,0.9185,-0.3995943
0.40723982,0.095022626,0.40271494,0.33484164,1.0,0.6875,0.0,0.0,0.9185,-0.14005661
0.40723982,0.040723983,0.239819,0.14932127,1.0,0.6875,1.0,0.0,0.91825,-0.3995943
0.40723982,0.09049774,0.39819005,0.32579187,1.0,0.6875,0.0,0.0,0.91825,-0.14005661
0.40723982,0.04524887,0.24434389,0.15837105,1.0,0.6875,1.0,0.0,0.918,-0.3995943
0.40723982,0.08597285,0.39366516,0.3167421,1.0,0.6875,0.0,0.0,0.918,-0.14005661
0.40723982,0.049773756,0.24886878,0.16742082,1.0,0.6875,1.0,0.0,0.91775,-0.3995943
0.40723982,0.08144797,0.38914028,0.30769232,1.0,0.6875,0.0,0.0,0.91775,-0.14005661
0.40723982,0.054298643,0.25339368,0.1764706,1.0,0.6875,1.0,0.0,0.9175,-0.3995943
0.40723982,0.07692308,0.3846154,0.29864255,1.0,0.6875,0.0,0.0,0.9175,-0.14005661
0.40723982,0.05882353,0.25791857,0.18552037,1.0,0.6875,1.0,0.0,0.91725,-0.3995943
0.40723982,0.07239819,0.3800905,0.28959277,1.0,0.6875,0.0,0.0,0.91725,-0.14005661
0.40723982,0.06334842,0.26244345,0.19457014,1.0,0.6875,1.0,0.0,0.917,-0.3995943
0.40723982,0.06787331,0.37556562,0.280543,1.0,0.6875,0.0,0.0,0.917,-0.14005661
0.40723982,0.06787331,0.26696834,0.20361991,1.0,0.6875,1.0,0.0,0.91675,-0.3995943
0.40723982,0.06334842,0.37104073,0.27149323,1.0,0.6875,0.0,0.0,0.91675,-0.14005661
0.40723982,0.07239819,0.27149323,0.21266969,1.0,0.6875,1.0,0.0,0.9165,-0.3995943
0.40723982,0.05882353,0.36651585,0.26244345,1.0,0.6875,0.0,0.0,0.9165,-0.14005661
0.40723982,0.07692308,0.2760181,0.22171946,1.0,0.6875,1.0,0.0,0.91625,-0.3995943
0.40723982,0.054298643,0.36199096,0.25339368,1.0,0.6875,0.0,0.0,0.91625,-0.14005661
0.40723982,0.08144797,0.280543,0.23076923,1.0,0.6875,1.0,0.0,0.916,-0.3995943
0.40723982,0.049773756,0.35746607,0.24434389,1.0,0.6875,0.0,0.0,0.916,-0.14005661
0.40723982,0.08597285,0.2850679,0.239819,1.0,0.6875,1.0,0.0,0.91575,-0.3995943
0.40723982,0.04524887,0.3529412,0.23529412,1.0,0.6875,0.0,0.0,0.91575,-0.14005661
0.40723982,0.09049774,0.28959277,0.24886878,1.0,0.6875,1.0,0.0,0.9155,-0.3995943
0.40723982,0.040723983,0.3484163,0.22624435,1.0,0.6875,0.0,0.0,0.9155,-0.14005661
0.40723982,0.095022626,0.29411766,0.25791857,1.0,0.6875,1.0,0.0,0.91525,-0.3995943
0.40723982,0.036199097,0.3438914,0.21719457,1.0,0.6875,0.0,0.0,0.91525,-0.14005661
0.40723982,0.09954751,0.29864255,0.26696834,1.0,0.6875,1.0,0.0,0.915,-0.3995943
0.40723982,0.03167421,0.33936653,0.2081448,1.0,0.6875,0.0,0.0,0.915,-0.14005661
0.40723982,0.1040724,0.30316743,0.2760181,1.0,0.6875,1.0,0.0,0.91475,-0.3995943
0.40723982,0.027149322,0.33484164,0.19909503,1.0,0.6875,0.0,0.0,0.91475,-0.14005661
0.40723982,0.108597286,0.30769232,0.2850679,1.0,0.6875,1.0,0.0,0.9145,-0.3995943
0.40723982,0.022624435,0.33031675,0.19004525,1.0,0.6875,0.0,0.0,0.9145,-0.14005661
0.40723982,0.11312217,0.3122172,0.29411766,1.0,0.6875,1.0,0.0,0.91425,-0.3995943
0.40723982,0.018099548,0.32579187,0.18099548,1.0,0.6875,0.0,0.0,0.91425,-0.14005661
0.40723982,0.11764706,0.3167421,0.30316743,1.0,0.6875,1.0,0.0,0.914,-0.3995943
0.40723982,0.013574661,0.32126698,0.1719457,1.0,0.6875,0.0,0.0,0.914,-0.14005661
0.40723982,0.122171946,0.32126698,0.3122172,1.0,0.6875,1.0,0.0,0.91375,-0.3995943
0.40723982,0.009049774,0.3167421,0.16289593,1.0,0.6875,0.0,0.0,0.91375,-0.14005661
0.40723982,0.12669684,0.32579187,0.32126698,1.0,0.6875,1.0,0.0,0.9135,-0.3995943
0.40723982,0.004524887,0.3122172,0.15384616,1.0,0.6875,0.0,0.0,0.9135,-0.14005661
0.06334842,0.018099548,0.30769232,0.14479639,1.0,0.68303573,0.0,0.0,0.91325,-0.17742348
0.40723982,0.13122173,0.33031675,0.33031675,1.0,0.68303573,1.0,0.0,0.91325,-0.3995943
0.40723982,0.018099548,0.5972851,0.4524887,1.0,0.68303573,0.0,0.0,0.91325,-0.14005661
0.108597286,0.27149323,0.5248869,0.23529412,1.0,0.68303573,0.0,0.0,0.91325,-0.8432541
0.40723982,0.022624435,0.3122172,0.14479639,1.0,0.68303573,1.0,0.0,0.913,-0.3995943
0.40723982,0.013574661,0.5927602,0.44343892,1.0,0.68303573,0.0,0.0,0.913,-0.14005661
0.40723982,0.027149322,0.3167421,0.14479639,1.0,0.68303573,1.0,0.0,0.91275,-0.3995943
0.40723982,0.009049774,0.5882353,0.43438914,1.0,0.68303573,0.0,0.0,0.91275,-0.14005661
0.40723982,0.03167421,0.32126698,0.14479639,1.0,0.68303573,1.0,0.0,0.9125,-0.3995943
0.40723982,0.004524887,0.58371043,0.42533937,1.0,0.68303573,0.0,0.0,0.9125,-0.14005661
0.40723982,0.036199097,0.32579187,0.14479639,1.0,0.6785714,1.0,0.0,0.91225,-0.3995943
0.40723982,0.018099548,0.57918555,0.4162896,1.0,0.6785714,0.0,0.0,0.91225,-0.14005661
0.40723982,0.040723983,0.33031675,0.14479639,1.0,0.6785714,1.0,0.0,0.912,-0.3995943
0.40723982,0.013574661,0.57466066,0.4162896,1.0,0.6785714,0.0,0.0,0.912,-0.14005661
0.40723982,0.04524887,0.33484164,0.14479639,1.0,0.6785714,1.0,0.0,0.91175,-0.3995943
0.40723982,0.009049774,0.5701358,0.4162896,1.0,0.6785714,0.0,0.0,0.91175,-0.14005661
0.40723982,0.049773756,0.33936653,0.14479639,1.0,0.6785714,1.0,0.0,0.9115,-0.3995943
0.40723982,0.004524887,0.5656109,0.4162896,1.0,0.6785714,0.0,0.0,0.9115,-0.14005661
0.40723982,0.054298643,0.3438914,0.14479639,1.0,0.67410713,1.0,0.0,0.91125,-0.3995943
0.40723982,0.14479639,0.561086,0.4162896,1.0,0.67410713,0.0,0.0,0.91125,-0.14005661
0.40723982,0.05882353,0.3484163,0.14479639,1.0,0.67410713,1.0,0.0,0.911,-0.3995943
0.40723982,0.1402715,0.5565611,0.4162896,1.0,0.67410713,0.0,0.0,0.911,-0.14005661
0.40723982,0.06334842,0.3529412,0.14479639,1.0,0.67410713,1.0,0.0,0.91075,-0.3995943
0.40723982,0.13574661,0.5520362,0.4162896,1.0,0.67410713,0.0,0.0,0.91075,-0.14005661
0.40723982,0.06787331,0.35746607,0.14479639,1.0,0.67410713,1.0,0.0,0.9105,-0.3995943
0.40723982,0.13122173,0.54751134,0.4162896,1.0,0.67410713,0.0,0.0,0.9105,-0.14005661
0.40723982,0.07239819,0.36199096,0.14479639,1.0,0.67410713,1.0,0.0,0.91025,-0.3995943
0.40723982,0.12669684,0.54298645,0.47058824,1.0,0.67410713,0.0,0.0,0.91025,-0.14005661
0.40723982,0.23529412,0.54298645,0.4162896,1.0,0.67410713,0.0,0.0,0.91025,-0.17741728
0.40723982,0.07692308,0.36651585,0.14479639,1.0,0.67410713,1.0,0.0,0.91,-0.3995943
0.40723982,0.122171946,0.53846157,0.46153846,1.0,0.67410713,0.0,0.0,0.91,-0.14005661
0.40723982,0.08144797,0.37104073,0.14479639,1.0,0.67410713,1.0,0.0,0.90975,-0.3995943
0.40723982,0.11764706,0.5339367,0.4524887,1.0,0.67410713,0.0,0.0,0.90975,-0.14005661
0.40723982,0.08597285,0.37556562,0.14479639,1.0,0.67410713,1.0,0.0,0.9095,-0.3995943
0.40723982,0.11312217,0.5294118,0.44343892,1.0,0.67410713,0.0,0.0,0.9095,-0.14005661
0.40723982,0.09049774,0.3800905,0.14479639,1.0,0.67410713,1.0,0.0,0.90925,-0.3995943
0.40723982,0.108597286,0.5248869,0.43438914,1.0,0.67410713,0.0,0.0,0.90925,-0.14005661
0.40723982,0.095022626,0.3846154,0.14479639,1.0,0.67410713,1.0,0.0,0.909,-0.3995943
0.40723982,0.1040724,0.520362,0.42533937,1.0,0.67410713,0.0,0.0,0.909,-0.14005661
0.40723982,0.09954751,0.38914028,0.14479639,1.0,0.67410713,1.0,0.0,0.90875,-0.3995943
0.40723982,0.09954751,0.51583713,0.4162896,1.0,0.67410713,0.0,0.0,0.90875,-0.14005661
0.40723982,0.1040724,0.39366516,0.14479639,1.0,0.67410713,1.0,0.0,0.9085,-0.3995943
0.40723982,0.095022626,0.51131225,0.40723982,1.0,0.67410713,0.0,0.0,0.9085,-0.14005661
0.40723982,0.108597286,0.39819005,0.14479639,1.0,0.67410713,1.0,0.0,0.90825,-0.3995943
0.40723982,0.09049774,0.50678736,0.39819005,1.0,0.67410713,0.0,0.0,0.90825,-0.14005661
0.40723982,0.11312217,0.40271494,0.14479639,1.0,0.67410713,1.0,0.0,0.908,-0.3995943
0.40723982,0.08597285,0.5022625,0.38914028,1.0,0.67410713,0.0,0.0,0.908,-0.14005661
0.40723982,0.11764706,0.40723982,0.14479639,1.0,0.67410713,1.0,0.0,0.90775,-0.3995943
0.40723982,0.08144797,0.49773756,0.3800905,1.0,0.67410713,0.0,0.0,0.90775,-0.14005661
0.40723982,0.122171946,0.4117647,0.14479639,1.0,0.67410713,1.0,0.0,0.9075,-0.3995943
0.40723982,0.07692308,0.49321267,0.37104073,1.0,0.67410713,0.0,0.0,0.9075,-0.14005661
0.40723982,0.12669684,0.4162896,0.14479639,1.0,0.67410713,1.0,0.0,0.90725,-0.3995943
0.40723982,0.25339368,0.6334842,0.54298645,1.0,0.67410713,0.0,0.0,0.90725,-0.17741728
0.40723982,0.07239819,0.48868778,0.36199096,1.0,0.67410713,0.0,0.0,0.90725,-0.14005661
0.40723982,0.13122173,0.42081448,0.14479639,1.0,0.67410713,1.0,0.0,0.907,-0.3995943
0.40723982,0.06787331,0.4841629,0.3529412,1.0,0.67410713,0.0,0.0,0.907,-0.14005661
0.40723982,0.13574661,0.42533937,0.14479639,1.0,0.67410713,1.0,0.0,0.90675,-0.3995943
0.40723982,0.06334842,0.479638,0.3438914,1.0,0.67410713,0.0,0.0,0.90675,-0.14005661
0.40723982,0.1402715,0.42986426,0.14479639,1.0,0.67410713,1.0,0.0,0.9065,-0.3995943
0.40723982,0.05882353,0.47511312,0.33484164,1.0,0.67410713,0.0,0.0,0.9065,-0.14005661
0.40723982,0.14479639,0.43438914,0.14479639,1.0,0.67410713,1.0,0.0,0.90625,-0.3995943
0.40723982,0.054298643,0.47058824,0.32579187,1.0,0.67410713,0.0,0.0,0.90625,-0.14005661
0.40723982,0.14932127,0.43891403,0.14479639,1.0,0.67410713,1.0,0.0,0.906,-0.3995943
0.40723982,0.049773756,0.46606335,0.3167421,1.0,0.67410713,0.0,0.0,0.906,-0.14005661
0.40723982,0.15384616,0.44343892,0.14479639,1.0,0.67410713,1.0,0.0,0.90575,-0.3995943
0.40723982,0.04524887,0.46153846,0.30769232,1.0,0.67410713,0.0,0.0,0.90575,-0.14005661
0.40723982,0.15837105,0.4479638,0.14479639,1.0,0.67410713,1.0,0.0,0.9055,-0.3995943
0.40723982,0.040723983,0.45701358,0.29864255,1.0,0.67410713,0.0,0.0,0.9055,-0.14005661
0.26244345,0.16289593,0.4524887,0.14479639,1.0,0.67410713,1.0,0.0,0.90525,-0.3995943
0.40723982,0.036199097,0.4524887,0.28959277,1.0,0.67410713,0.0,0.0,0.90525,-0.14005661
0.40723982,0.16742082,0.45701358,0.15384616,1.0,0.67410713,1.0,0.0,0.905,-0.3995943
0.40723982,0.03167421,0.4479638,0.28959277,1.0,0.67410713,0.0,0.0,0.905,-0.14005661
0.40723982,0.1719457,0.46153846,0.16289593,1.0,0.67410713,1.0,0.0,0.90475,-0.3995943
0.40723982,0.027149322,0.44343892,0.28959277,1.0,0.67410713,0.0,0.0,0.90475,-0.14005661
0.40723982,0.1764706,0.46606335,0.1719457,1.0,0.67410713,1.0,0.0,0.9045,-0.3995943
0.40723982,0.022624435,0.43891403,0.28959277,1.0,0.67410713,0.0,0.0,0.9045,-0.14005661
0.40723982,0.18099548,0.47058824,0.18099548,1.0,0.67410713,1.0,0.0,0.90425,-0.3995943
0.40723982,0.018099548,0.50678736,0.47058824,1.0,0.67410713,0.0,0.0,0.90425,-0.14005661
0.40723982,0.12669684,0.43438914,0.28959277,1.0,0.67410713,0.0,0.0,0.90425,-0.14005661
0.40723982,0.022624435,0.47511312,0.19004525,1.0,0.67410713,1.0,0.0,0.904,-0.3995943
0.40723982,0.122171946,0.42986426,0.28959277,1.0,0.67410713,0.0,0.0,0.904,-0.14005661
0.40723982,0.027149322,0.479638,0.19909503,1.0,0.67410713,1.0,0.0,0.90375,-0.3995943
0.40723982,0.11764706,0.42533937,0.28959277,1.0,0.67410713,0.0,0.0,0.90375,-0.14005661
0.40723982,0.03167421,0.4841629,0.2081448,1.0,0.67410713,1.0,0.0,0.9035,-0.3995943
0.40723982,0.11312217,0.42081448,0.28959277,1.0,0.67410713,0.0,0.0,0.9035,-0.14005661
0.40723982,0.036199097,0.48868778,0.21719457,1.0,0.67410713,1.0,0.0,0.90325,-0.3995943
0.40723982,0.108597286,0.4162896,0.28959277,1.0,0.67410713,0.0,0.0,0.90325,-0.14005661
0.40723982,0.040723983,0.49321267,0.22624435,1.0,0.67410713,1.0,0.0,0.903,-0.3995943
0.40723982,0.1040724,0.4117647,0.28959277,1.0,0.67410713,0.0,0.0,0.903,-0.14005661
0.40723982,0.04524887,0.49773756,0.23529412,1.0,0.67410713,1.0,0.0,0.90275,-0.3995943
0.40723982,0.09954751,0.40723982,0.28959277,1.0,0.67410713,0.0,0.0,0.90275,-0.14005661
0.40723982,0.049773756,0.5022625,0.23529412,1.0,0.67410713,1.0,0.0,0.9025,-0.3995943
0.40723982,0.095022626,0.40271494,0.280543,1.0,0.67410713,0.0,0.0,0.9025,-0.14005661
0.40723982,0.054298643,0.50678736,0.23529412,1.0,0.67410713,1.0,0.0,0.90225,-0.3995943
0.40723982,0.09049774,0.39819005,0.27149323,1.0,0.67410713,0.0,0.0,0.90225,-0.14005661
0.40723982,0.05882353,0.51131225,0.23529412,1.0,0.67410713,1.0,0.0,0.902,-0.3995943
0.40723982,0.08597285,0.39366516,0.26244345,1.0,0.67410713,0.0,0.0,0.902,-0.14005661
0.40723982,0.06334842,0.51583713,0.23529412,1.0,0.67410713,1.0,0.0,0.90175,-0.3995943
0.40723982,0.08144797,0.38914028,0.25339368,1.0,0.67410713,0.0,0.0,0.90175,-0.14005661
0.40723982,0.06787331,0.520362,0.23529412,1.0,0.67410713,1.0,0.0,0.9015,-0.3995943
0.40723982,0.07692308,0.3846154,0.24434389,1.0,0.67410713,0.0,0.0,0.9015,-0.14005661
0.29864255,0.23529412,0.5248869,0.23529412,1.0,0.67410713,0.0,0.0,0.90125,-0.17741728
0.40723982,0.07239819,0.5248869,0.23529412,1.0,0.67410713,1.0,0.0,0.90125,-0.3995943
0.40723982,0.07239819,0.3800905,0.51131225,1.0,0.67410713,0.0,0.0,0.90125,-0.14005661
0.40723982,0.07692308,0.5294118,0.23529412,1.0,0.67410713,1.0,0.0,0.901,-0.3995943
0.40723982,0.06787331,0.37556562,0.5022625,1.0,0.67410713,0.0,0.0,0.901,-0.14005661
0.40723982,0.08144797,0.5339367,0.23529412,1.0,0.67410713,1.0,0.0,0.90075,-0.3995943
0.40723982,0.06334842,0.37104073,0.49321267,1.0,0.67410713,0.0,0.0,0.90075,-0.14005661
0.40723982,0.08597285,0.53846157,0.23529412,1.0,0.67410713,1.0,0.0,0.9005,-0.3995943
0.40723982,0.05882353,0.36651585,0.4841629,1.0,0.67410713,0.0,0.0,0.9005,-0.14005661
0.40723982,0.09049774,0.54298645,0.23529412,1.0,0.67410713,1.0,0.0,0.90025,-0.3995943
0.40723982,0.054298643,0.36199096,0.47511312,1.0,0.67410713,0.0,0.0,0.90025,-0.14005661
0.40723982,0.095022626,0.54751134,0.23529412,1.0,0.67410713,1.0,0.0,0.9,-0.3995943
0.40723982,0.049773756,0.35746607,0.47511312,1.0,0.67410713,0.0,0.0,0.9,-0.14005661
0.40723982,0.09954751,0.5520362,0.23529412,1.0,0.67410713,1.0,0.0,0.89975,-0.3995943
0.40723982,0.04524887,0.3529412,0.47511312,1.0,0.67410713,0.0,0.0,0.89975,-0.14005661
0.40723982,0.1040724,0.5565611,0.23529412,1.0,0.67410713,1.0,0.0,0.8995,-0.3995943
0.40723982,0.040723983,0.3484163,0.47511312,1.0,0.67410713,0.0,0.0,0.8995,-0.14005661
0.40723982,0.108597286,0.561086,0.23529412,1.0,0.67410713,1.0,0.0,0.89925,-0.3995943
0.40723982,0.036199097,0.3438914,0.47511312,1.0,0.67410713,0.0,0.0,0.89925,-0.14005661
0.40723982,0.11312217,0.5656109,0.23529412,1.0,0.67410713,1.0,0.0,0.899,-0.3995943
0.40723982,0.03167421,0.33936653,0.47511312,1.0,0.67410713,0.0,0.0,0.899,-0.14005661
0.40723982,0.11764706,0.5701358,0.23529412,1.0,0.67410713,1.0,0.0,0.89875,-0.3995943
0.40723982,0.027149322,0.33484164,0.47058824,1.0,0.67410713,0.0,0.0,0.89875,-0.14005661
0.40723982,0.122171946,0.57466066,0.23529412,1.0,0.67410713,1.0,0.0,0.8985,-0.3995943
0.40723982,0.022624435,0.33031675,0.46153846,1.0,0.67410713,0.0,0.0,0.8985,-0.14005661
0.40723982,0.12669684,0.57918555,0.23529412,1.0,0.67410713,1.0,0.0,0.89825,-0.3995943
0.40723982,0.018099548,0.50678736,0.4524887,1.0,0.67410713,0.0,0.0,0.89825,-0.14005661
0.40723982,0.12669684,0.32579187,0.47058824,1.0,0.67410713,0.0,0.0,0.89825,-0.14005661
0.40723982,0.022624435,0.51131225,0.23529412,1.0,0.67410713,1.0,0.0,0.898,-0.3995943
0.40723982,0.122171946,0.32126698,0.46153846,1.0,0.67410713,0.0,0.0,0.898,-0.14005661
